,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported
109,87,31,853360,2009-06-26,IN,500/1000,1000,1074.07,0,FEMALE,Masters,sales,chess,2015-01-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,16,3,0,3,60940,5540,11080,44320,Nissan,2006,Y
110,261,42,776860,2009-01-11,OH,250/500,500,1337.56,0,FEMALE,College,prof-specialty,video-games,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,18,1,1,2,74700,7470,14940,52290,Dodge,2010,N
111,453,60,149367,2003-03-18,IN,100/300,500,1298.91,6000000,MALE,PhD,craft-repair,dancing,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,Springfield,0,1,0,0,70000,14000,7000,49000,Ford,2015,Y
112,210,41,395269,2012-11-02,IL,500/1000,500,1222.75,0,MALE,High School,exec-managerial,polo,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Columbus,12,3,2,0,81070,14740,14740,51590,BMW,2001,N
113,168,32,981123,2000-05-04,IN,100/300,1000,1059.52,0,MALE,MD,protective-serv,camping,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,13,2,1,1,57720,14430,9620,33670,Saab,2007,N
114,390,51,143626,1999-09-29,OH,250/500,2000,1124.38,0,MALE,Associate,armed-forces,reading,2015-02-24,Vehicle Theft,N/A,Minor Damage,None,VA,Northbrook,9,1,1,1,7080,1180,1180,4720,Ford,2001,N
115,258,46,648397,1999-03-09,IN,100/300,1000,1110.37,10000000,MALE,MD,machine-op-inspct,hiking,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,14,3,0,1,47700,4770,9540,33390,Accura,1997,Y
116,107,31,154982,1991-02-13,IL,500/1000,2000,1374.22,0,FEMALE,PhD,machine-op-inspct,bungie-jumping,2015-02-26,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,16,1,0,3,51260,9320,9320,32620,Suburu,2002,N
117,225,41,330591,1993-08-05,OH,500/1000,2000,1103.58,0,MALE,High School,exec-managerial,exercise,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,20,3,2,2,70400,6400,12800,51200,Toyota,2011,Y
118,164,38,319232,1997-10-31,IL,250/500,2000,1269.76,0,FEMALE,PhD,transport-moving,yachting,2015-01-17,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,4,1,1,3,90000,18000,9000,63000,Ford,2015,N
119,245,39,531640,2001-04-21,OH,250/500,500,964.79,8000000,FEMALE,Associate,adm-clerical,camping,2015-02-20,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,7,3,0,1,72820,13240,6620,52960,BMW,2010,N
120,255,41,368050,2013-01-08,IL,500/1000,2000,1167.3,4000000,MALE,High School,priv-house-serv,board-games,2015-02-22,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,22,1,2,0,69300,13860,13860,41580,Volkswagen,2000,N
121,206,36,253791,2009-07-23,IL,500/1000,500,1625.45,4000000,FEMALE,MD,other-service,video-games,2015-01-23,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbrook,11,1,2,1,76560,12760,12760,51040,Ford,2008,Y
122,203,38,155724,1998-02-20,IL,250/500,500,1394.43,0,FEMALE,Masters,other-service,skydiving,2015-01-31,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,7,1,0,1,55440,0,6160,49280,Nissan,1999,Y
123,22,25,824540,2008-03-13,OH,250/500,2000,1053.24,0,FEMALE,College,prof-specialty,movies,2015-01-05,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,0,4,1,0,77130,8570,17140,51420,Accura,1995,N
124,211,35,717392,1996-08-20,IL,100/300,500,1040.75,0,FEMALE,JD,prof-specialty,paintball,2015-02-03,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,1,1,1,1,42000,7000,7000,28000,BMW,2011,N
125,206,39,965768,2014-07-27,IN,250/500,1000,1302.4,6000000,MALE,JD,craft-repair,dancing,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,12,3,2,3,36300,3300,9900,23100,Ford,2013,N
126,166,38,414779,1992-11-09,IL,100/300,2000,1588.55,0,MALE,MD,protective-serv,video-games,2015-01-09,Single Vehicle Collision,Side Collision,Total Loss,Other,WV,Columbus,8,1,0,0,40320,5760,5760,28800,Suburu,2001,N
127,165,32,428230,2012-06-04,IN,500/1000,500,1399.26,0,FEMALE,High School,tech-support,exercise,2015-02-08,Parked Car,N/A,Minor Damage,Police,PA,Northbrook,9,1,2,0,3960,330,660,2970,BMW,1998,N
128,274,43,517240,2001-05-13,OH,100/300,2000,1352.31,0,MALE,College,farming-fishing,basketball,2015-02-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,22,1,0,3,63840,10640,10640,42560,BMW,2006,Y
129,81,28,469874,2011-09-17,IL,250/500,1000,1139.0,6000000,FEMALE,Masters,sales,sleeping,2015-01-14,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Northbend,0,3,1,2,44730,4970,4970,34790,Saab,2000,Y
130,280,45,718428,2011-07-15,IN,250/500,1000,1397.67,0,MALE,JD,machine-op-inspct,camping,2015-01-22,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NY,Arlington,0,3,1,2,84720,14120,14120,56480,Ford,1999,N
131,194,39,620215,2005-07-27,IN,250/500,500,823.17,0,MALE,Masters,adm-clerical,paintball,2015-02-23,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,3,3,2,2,61500,6150,12300,43050,Dodge,2012,N
132,112,27,618659,2005-10-18,OH,100/300,500,965.13,0,FEMALE,Masters,tech-support,exercise,2015-02-22,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Arlington,21,3,0,1,51000,8500,8500,34000,Nissan,2013,N
133,24,33,649082,1996-01-19,IL,500/1000,1000,1922.84,0,FEMALE,High School,machine-op-inspct,skydiving,2015-01-24,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,0,1,2,1,46800,4680,9360,32760,Jeep,2002,N
134,93,32,437573,2005-09-29,OH,250/500,2000,1624.82,0,MALE,PhD,exec-managerial,basketball,2015-02-09,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,16,1,1,1,78120,17360,8680,52080,BMW,2006,N
135,171,34,964657,1997-02-18,IN,250/500,2000,1277.25,0,FEMALE,College,exec-managerial,yachting,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,14,1,1,2,69200,13840,6920,48440,Volkswagen,1996,Y
136,200,40,932502,2010-05-11,IL,100/300,1000,1439.34,0,FEMALE,High School,sales,exercise,2015-01-01,Vehicle Theft,N/A,Minor Damage,Police,VA,Riverwood,9,1,0,0,3690,410,410,2870,Ford,2015,N
137,120,28,434507,2009-02-06,IL,250/500,1000,1281.27,0,FEMALE,PhD,tech-support,golf,2015-01-07,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,9,3,0,3,65500,6550,6550,52400,BMW,2010,N
138,325,46,935277,2013-07-09,IL,500/1000,500,1348.83,0,FEMALE,High School,prof-specialty,basketball,2015-02-01,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,21,3,1,2,76120,13840,6920,55360,Toyota,1999,N
139,124,32,756054,1992-06-06,IL,250/500,1000,1198.15,0,FEMALE,MD,other-service,hiking,2015-02-21,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Springfield,19,3,0,2,73560,12260,12260,49040,BMW,1995,N
140,211,35,682387,1998-03-08,OH,100/300,2000,1221.22,0,MALE,Masters,machine-op-inspct,camping,2015-01-21,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,2,1,0,1,52030,9460,4730,37840,Mercedes,2008,N
141,287,41,456604,2004-03-29,IL,500/1000,2000,968.74,0,MALE,Masters,transport-moving,video-games,2015-01-19,Vehicle Theft,N/A,Trivial Damage,None,SC,Northbrook,9,1,2,3,5170,470,940,3760,Suburu,2001,N
142,122,34,139872,2006-06-01,IN,250/500,1000,1220.71,0,MALE,PhD,machine-op-inspct,video-games,2015-02-27,Parked Car,N/A,Minor Damage,None,SC,Northbend,5,1,2,1,8190,1890,1260,5040,Chevrolet,2013,N
143,22,29,354105,1994-06-08,IN,250/500,2000,1238.62,6000000,MALE,MD,exec-managerial,yachting,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,14,1,2,3,70800,7080,14160,49560,Accura,2012,Y
144,106,31,165485,1998-02-12,IL,500/1000,2000,1320.75,0,FEMALE,JD,farming-fishing,video-games,2015-02-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Springfield,20,3,0,3,45630,5070,5070,35490,Accura,2011,N
145,398,58,515050,2000-11-16,OH,100/300,500,990.98,0,FEMALE,Associate,exec-managerial,cross-fit,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,18,1,2,1,99320,7640,15280,76400,Accura,2002,Y
146,214,41,795686,2004-10-24,IL,500/1000,500,1398.51,4000000,MALE,Masters,tech-support,polo,2015-02-01,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Northbend,13,3,2,0,64000,12800,6400,44800,BMW,1996,Y
147,209,38,395983,2009-11-08,OH,100/300,500,1355.08,0,FEMALE,MD,other-service,golf,2015-01-19,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,21,1,1,1,47300,4730,4730,37840,Nissan,2014,N
148,82,27,119513,1996-09-21,IL,100/300,1000,1384.51,0,MALE,PhD,adm-clerical,reading,2015-02-18,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,14,1,2,3,71680,8960,8960,53760,Volkswagen,2007,Y
149,193,41,217938,1995-07-16,OH,250/500,500,847.03,0,FEMALE,JD,craft-repair,skydiving,2015-02-08,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,1,1,1,0,112320,17280,17280,77760,Suburu,2011,Y
150,134,32,203914,2001-06-09,OH,100/300,1000,1000.06,0,FEMALE,PhD,farming-fishing,base-jumping,2015-01-09,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,17,1,1,0,82720,7520,15040,60160,Audi,2014,N
151,288,45,565157,2002-10-06,IL,100/300,1000,1046.71,0,MALE,Masters,priv-house-serv,polo,2015-02-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Hillsdale,4,3,2,1,48060,10680,5340,32040,Mercedes,2009,N
152,104,32,904191,1997-07-14,IN,250/500,500,1158.03,0,MALE,High School,exec-managerial,kayaking,2015-01-08,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,23,3,1,3,63570,9780,9780,44010,Volkswagen,2006,Y
153,431,54,419510,1994-11-11,OH,100/300,1000,1372.27,0,FEMALE,Masters,craft-repair,paintball,2015-01-08,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,13,3,2,3,63240,10540,10540,42160,Suburu,1997,N
154,101,33,575000,2012-06-23,OH,100/300,1000,1053.04,7000000,FEMALE,Masters,other-service,reading,2015-02-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Northbrook,20,3,1,3,54240,9040,9040,36160,Saab,2013,Y
155,375,50,120485,2007-02-18,OH,100/300,1000,1275.39,0,MALE,Associate,sales,bungie-jumping,2015-02-12,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Riverwood,16,1,2,3,37280,0,0,37280,Audi,1996,Y
156,461,61,781181,2005-06-27,OH,100/300,2000,1402.75,0,MALE,JD,exec-managerial,exercise,2015-02-18,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Columbus,10,3,2,1,72100,7210,14420,50470,Jeep,2006,N
157,428,59,299796,1999-09-29,IN,250/500,500,1344.36,7000000,FEMALE,JD,prof-specialty,hiking,2015-02-06,Parked Car,N/A,Minor Damage,None,WV,Northbend,8,1,2,3,6500,1300,650,4550,Saab,2013,N
158,45,38,589749,2006-05-14,IN,100/300,1000,1197.71,0,MALE,Masters,machine-op-inspct,movies,2015-02-14,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Springfield,17,3,2,0,78240,13040,13040,52160,Suburu,2013,N
159,136,29,854021,2010-04-29,OH,100/300,500,1203.24,0,FEMALE,JD,transport-moving,video-games,2015-02-05,Vehicle Theft,N/A,Minor Damage,Police,NY,Columbus,9,1,2,0,6200,1240,620,4340,Honda,1999,N
160,216,36,454086,1992-11-10,IN,500/1000,1000,1152.4,0,FEMALE,Associate,priv-house-serv,reading,2015-01-25,Parked Car,N/A,Minor Damage,Police,VA,Springfield,0,1,2,3,6160,560,1680,3920,Mercedes,2014,N
161,278,48,139484,1999-07-24,IN,500/1000,2000,1142.62,7000000,FEMALE,MD,farming-fishing,dancing,2015-01-16,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,12,1,2,0,76050,11700,11700,52650,Chevrolet,1997,N
162,295,48,678849,1992-02-22,OH,500/1000,1000,1332.07,0,FEMALE,MD,exec-managerial,polo,2015-01-28,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Hillsdale,20,2,2,1,86060,13240,13240,59580,Volkswagen,2002,N
163,112,30,346940,2002-09-13,OH,500/1000,1000,1166.54,0,FEMALE,Masters,prof-specialty,sleeping,2015-01-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,3,1,2,0,107900,10790,21580,75530,Dodge,1997,Y
164,122,34,985436,2003-08-09,IL,250/500,500,1495.06,0,FEMALE,Masters,prof-specialty,polo,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,PA,Columbus,18,3,2,0,99990,18180,18180,63630,Mercedes,2011,N
165,108,29,237418,2007-12-04,IN,500/1000,1000,1337.92,0,FEMALE,PhD,armed-forces,bungie-jumping,2015-02-23,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Columbus,4,3,2,2,61380,11160,5580,44640,Suburu,2012,N
166,14,28,335780,2002-07-22,OH,250/500,2000,1587.96,0,FEMALE,Associate,craft-repair,board-games,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Fire,WV,Riverwood,18,1,2,1,71280,12960,12960,45360,Audi,2012,Y
167,298,45,491392,1992-07-03,IL,500/1000,1000,1362.29,0,MALE,High School,farming-fishing,yachting,2015-02-27,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbend,18,3,0,0,64000,12800,6400,44800,Saab,1999,N
168,276,46,140880,2005-03-29,IL,250/500,500,1448.84,0,FEMALE,Masters,machine-op-inspct,bungie-jumping,2015-02-21,Parked Car,N/A,Trivial Damage,Police,SC,Hillsdale,7,1,0,1,5940,660,660,4620,Toyota,2015,N
169,47,37,962591,2008-03-16,IN,250/500,2000,1241.97,0,MALE,High School,other-service,movies,2015-01-05,Parked Car,N/A,Minor Damage,None,NY,Hillsdale,18,1,1,0,6700,670,670,5360,Jeep,2011,N
170,222,42,922565,1999-05-23,IL,250/500,500,1124.6,0,MALE,Associate,armed-forces,hiking,2015-01-30,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,23,3,0,0,51740,11940,7960,31840,Jeep,2006,N
171,119,28,288580,2012-11-22,OH,250/500,2000,1079.92,0,MALE,High School,machine-op-inspct,hiking,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,1,1,0,1,53600,6700,6700,40200,Volkswagen,2007,Y
172,73,29,154280,1993-01-29,IL,250/500,1000,1447.78,0,MALE,College,protective-serv,board-games,2015-01-10,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,15,3,1,0,44910,4990,4990,34930,Dodge,2001,N
173,8,31,425973,2003-02-11,IN,250/500,500,1229.16,4000000,FEMALE,MD,transport-moving,kayaking,2015-02-23,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Hillsdale,2,3,0,2,48100,11100,7400,29600,Volkswagen,2014,N
174,294,44,477177,1990-08-15,IL,100/300,1000,1226.49,0,FEMALE,PhD,farming-fishing,kayaking,2015-02-05,Vehicle Theft,N/A,Trivial Damage,None,WV,Riverwood,3,1,0,1,6100,610,1220,4270,Ford,2002,N
175,324,46,648509,2010-03-06,IN,100/300,2000,897.89,6000000,MALE,MD,tech-support,board-games,2015-01-21,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Hillsdale,13,1,1,0,79600,15920,15920,47760,Jeep,2011,N
176,155,34,914815,1990-09-27,IN,100/300,500,1706.79,0,MALE,Masters,protective-serv,dancing,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,Hillsdale,1,1,1,1,77040,8560,8560,59920,Honda,1998,N
177,261,45,249048,2005-06-17,IL,250/500,1000,1254.18,0,FEMALE,PhD,prof-specialty,kayaking,2015-01-11,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Columbus,16,1,0,1,62590,11380,11380,39830,Volkswagen,2003,N
178,245,40,144323,2001-09-14,IN,500/1000,500,885.08,0,FEMALE,Masters,armed-forces,skydiving,2015-02-06,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,0,1,0,1,85150,13100,13100,58950,Chevrolet,1998,N
179,235,39,651861,2011-01-07,IL,100/300,500,1046.58,4000000,MALE,MD,tech-support,exercise,2015-01-24,Vehicle Theft,N/A,Trivial Damage,None,NY,Hillsdale,1,1,2,1,4950,450,900,3600,Chevrolet,2010,N
180,53,36,125324,2003-09-13,OH,500/1000,2000,1712.68,0,MALE,Associate,handlers-cleaners,basketball,2015-02-18,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Riverwood,17,3,2,0,51100,10220,5110,35770,Audi,2006,N
181,426,54,398102,1997-10-24,IL,500/1000,2000,1097.71,0,FEMALE,Masters,adm-clerical,reading,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,13,1,2,3,100800,16800,16800,67200,Dodge,1997,N
182,111,27,514065,2009-01-04,IN,250/500,500,1363.77,4000000,FEMALE,Masters,tech-support,exercise,2015-01-17,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Springfield,12,1,2,3,90970,16540,16540,57890,Accura,2009,N
183,86,26,391652,1998-10-12,OH,100/300,500,1382.88,7000000,MALE,JD,tech-support,cross-fit,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,11,1,1,1,81840,14880,7440,59520,Chevrolet,2011,Y
184,296,46,922167,1993-02-23,OH,100/300,1000,1141.35,7000000,MALE,Masters,craft-repair,sleeping,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbend,18,1,0,2,54900,5490,5490,43920,Mercedes,2013,N
185,125,35,442795,1996-07-07,OH,500/1000,500,1054.83,7000000,MALE,JD,tech-support,cross-fit,2015-02-25,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbend,17,1,2,3,88660,8060,16120,64480,Mercedes,2007,Y
186,177,34,226330,2013-01-23,IL,100/300,2000,1057.77,0,FEMALE,JD,tech-support,bungie-jumping,2015-02-16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,22,3,1,1,18000,2250,2250,13500,Audi,2009,N
187,238,39,134430,2006-12-06,IN,250/500,2000,1488.02,0,FEMALE,JD,protective-serv,exercise,2015-02-25,Vehicle Theft,N/A,Minor Damage,Police,NY,Northbrook,9,1,1,3,5500,1100,550,3850,Chevrolet,2010,N
188,81,25,524230,2014-02-23,IN,100/300,500,920.3,5000000,FEMALE,High School,tech-support,hiking,2015-02-21,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Hillsdale,11,3,1,0,73920,13440,6720,53760,Honda,2003,Y
189,128,28,438817,2007-11-16,OH,500/1000,1000,986.53,0,FEMALE,High School,adm-clerical,polo,2015-02-16,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,Columbus,11,1,0,2,101860,18520,18520,64820,Honda,2007,N
190,449,57,293794,1999-04-17,OH,250/500,2000,1440.68,0,MALE,Associate,tech-support,movies,2015-02-09,Parked Car,N/A,Minor Damage,None,SC,Riverwood,8,1,0,1,5390,980,980,3430,Volkswagen,2008,N
191,252,39,868283,2006-02-06,IN,250/500,1000,1086.21,0,MALE,JD,farming-fishing,hiking,2015-02-13,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,18,1,1,2,50490,5610,5610,39270,Nissan,2001,N
192,359,47,828890,1993-10-20,OH,100/300,2000,1367.68,0,FEMALE,MD,handlers-cleaners,basketball,2015-01-11,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Arlington,13,1,0,3,55500,5550,11100,38850,Mercedes,2012,N
193,19,32,882920,2006-01-01,OH,500/1000,1000,1215.85,0,MALE,High School,other-service,hiking,2015-01-02,Vehicle Theft,N/A,Minor Damage,Police,VA,Hillsdale,8,1,1,1,7040,1280,640,5120,Nissan,2015,N
194,73,26,918777,2003-04-04,IL,250/500,2000,1191.19,4000000,MALE,MD,farming-fishing,basketball,2015-02-12,Multi-vehicle Collision,Rear Collision,Total Loss,Other,VA,Northbrook,9,3,0,1,40160,5020,0,35140,Chevrolet,2003,N
195,285,44,212580,2014-07-05,IL,500/1000,1000,1594.45,0,MALE,High School,handlers-cleaners,bungie-jumping,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NC,Columbus,17,2,2,3,55680,6960,6960,41760,Saab,2006,N
196,196,36,602410,1996-01-16,IN,250/500,2000,1463.07,0,MALE,MD,armed-forces,skydiving,2015-01-24,Vehicle Theft,N/A,Trivial Damage,Police,WV,Springfield,3,1,1,1,5300,530,530,4240,Jeep,2001,Y
197,223,43,976971,2002-04-19,OH,250/500,500,1734.09,0,FEMALE,MD,adm-clerical,camping,2015-01-12,Parked Car,N/A,Trivial Damage,None,WV,Arlington,6,1,0,3,5200,650,650,3900,Accura,2006,N
198,328,48,630226,2005-12-10,IL,250/500,500,1411.43,0,MALE,Masters,armed-forces,bungie-jumping,2015-01-16,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,17,1,2,1,59400,5940,11880,41580,Honda,2014,N
199,285,43,171254,1994-11-07,OH,100/300,2000,1512.58,0,FEMALE,College,sales,paintball,2015-01-13,Vehicle Theft,N/A,Minor Damage,Police,SC,Arlington,7,1,1,1,2520,280,280,1960,BMW,1997,N
200,30,31,247116,2012-06-02,IL,250/500,2000,1153.35,0,MALE,PhD,craft-repair,golf,2015-02-02,Vehicle Theft,N/A,Trivial Damage,Police,NY,Hillsdale,9,1,2,1,5760,960,960,3840,Suburu,2011,N
201,342,49,505969,1998-04-07,OH,250/500,500,1722.95,0,MALE,PhD,transport-moving,base-jumping,2015-02-28,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,WV,Hillsdale,3,1,2,0,76700,7670,7670,61360,Suburu,2006,N
202,219,39,653864,2007-04-25,IN,250/500,2000,1281.07,7000000,FEMALE,High School,protective-serv,board-games,2015-01-18,Parked Car,N/A,Trivial Damage,Police,NY,Springfield,6,1,0,2,5920,740,740,4440,Chevrolet,2015,N
203,468,62,586367,2000-06-30,IL,100/300,500,1011.92,0,MALE,PhD,machine-op-inspct,paintball,2015-02-15,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,7,3,0,3,64350,7150,7150,50050,Chevrolet,2009,N
204,241,39,896890,1996-06-04,IL,250/500,2000,1042.26,0,MALE,JD,sales,kayaking,2015-01-31,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,21,3,1,2,19080,4240,2120,12720,Saab,1995,N
205,223,43,650026,2009-05-09,OH,500/1000,500,1235.1,0,FEMALE,Masters,tech-support,exercise,2015-02-10,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Springfield,14,1,2,1,54400,5440,5440,43520,BMW,2011,N
206,128,32,547744,2001-07-08,OH,100/300,2000,768.91,0,FEMALE,College,sales,chess,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,Columbus,0,1,1,0,59800,5980,5980,47840,Ford,1999,Y
